"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","42","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","52","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","637","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Game/Vfx/material/M_Sword.M_Sword","0","0","6","1","0.000000","0","0"
"/Game/Vfx/material/slashv.slashv","0","0","54","1","0.000000","0","0"
"/Game/Vfx/material/slashgrappin1.slashgrappin1","0","0","72","1","0.000000","0","0"
"/Game/Vfx/material/slashgrappin.slashgrappin","0","0","72","1","0.000000","0","0"
"/Game/Vfx/Effect/Storm.Storm","0","0","36","1","0.000000","0","0"
"/Game/Vfx/Effect/projectiles_construction.projectiles_construction","0","0","36","1","0.000000","0","0"
"/Game/Vfx/Effect/Ice_crack.Ice_crack","0","0","60","1","0.000000","0","0"
"/Game/Vfx/Effect/grappinstorm.grappinstorm","0","0","54","1","0.000000","0","0"
"/Game/Vfx/material/slash.slash","0","0","14","1","0.000000","0","0"
"/Game/Vfx/Effect/Ice.Ice","0","0","40","1","0.000000","0","0"
"/Game/Vfx/Effect/M_Grappin.M_Grappin","0","0","54","1","0.000000","0","0"
"/Game/Assets_LD/SheetSteel/M_SheetSteelMat_Debug.M_SheetSteelMat_Debug","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","35","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_SkillGlitch.M_SkillGlitch","0","0","22","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Vfx/material/M_Radial_Gradient.M_Radial_Gradient","0","0","18","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Engine/EditorShellMaterials/M_ShellMaster.M_ShellMaster","0","0","46","2","0.000000","0","0"
"/Game/Widget/ingame/M_RadialFade.M_RadialFade","0","0","10","1","0.000000","0","0"
"/Game/Vfx/material/M_SmokeTrail.M_SmokeTrail","0","0","6","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","54","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","54","1","0.000000","0","0"
"/Game/Widget/Wheel/M_PieMenu.M_PieMenu","0","0","10","1","0.000000","0","0"
"/Game/Widget/SkillTree/M_UnlockSkillPercent.M_UnlockSkillPercent","0","0","22","1","0.000000","0","0"
"/Game/Widget/SkillTree/M_SkillTreeBackground_Clouds.M_SkillTreeBackground_Clouds","0","0","10","1","0.000000","0","0"
"/Game/Widget/ingame/PP_LensDistortion.PP_LensDistortion","0","0","4","1","0.000000","0","0"
"/Game/Widget/ingame/M_SlowTime_Countdown.M_SlowTime_Countdown","0","0","10","1","0.000000","0","0"
"/Game/Widget/ingame/M_ResourceBarre.M_ResourceBarre","0","0","10","1","0.000000","0","0"
"/Game/Vfx/material/glass.glass","0","0","3","1","0.000000","0","0"
"/Game/Vfx/Effect/M_Flash_.M_Flash_","0","0","32","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Custom.M_BlockoutTools_Custom","0","0","67","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_GlitchingLink.M_GlitchingLink","0","0","22","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_BaseGlitch_ColorBugs.M_BaseGlitch_ColorBugs","0","0","22","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Game/Widget/GlitchEffect/GlitchEffect/M_TextualGlitch.M_TextualGlitch","0","0","22","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_SkillTree_Icon.M_SkillTree_Icon","0","0","10","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_SkillTreeBackground.M_SkillTreeBackground","0","0","10","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_NotifyBannerGlitch.M_NotifyBannerGlitch","0","0","22","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_GlitchingText_02.M_GlitchingText_02","0","0","22","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_GlitchingText.M_GlitchingText","0","0","22","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_BaseGlitch.M_BaseGlitch","0","0","22","1","0.000000","0","0"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Grid.M_BlockoutTools_Grid","0","0","67","1","0.000000","0","0"
"/Game/Meshs/Props/Vending_Machine/M_VendingMachine_Glass.M_VendingMachine_Glass","49","18","18","1","21.835371","0","18"
"/Game/Meshs/MaterialsMaster/M_Master.M_Master","49","23","2","1","39.434357","0","80"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","43","1","0.000000","0","0"
"/Game/Vfx/Mesh/lambert2.lambert2","49","0","14","1","0.000000","0","0"
"/Game/Vfx/Effect/M_Gappe.M_Gappe","49","0","36","1","0.000000","0","0"
"/Game/Vfx/material/m_Slash.m_Slash","49","0","54","1","0.000000","0","0"
"/Game/Materials/M_TestPlatformToPlace.M_TestPlatformToPlace","49","0","18","1","0.000000","0","0"
"/Game/Materials/M_TestPortalResource.M_TestPortalResource","49","0","14","1","0.000000","0","0"
"/Game/Materials/M_TestPortal.M_TestPortal","49","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Game/Materials/M_TestPlatform.M_TestPlatform","49","0","14","1","0.000000","0","0"
"/Game/Materials/M_TestBouncePlatformToPlace.M_TestBouncePlatformToPlace","49","0","18","1","0.000000","0","0"
"/Game/Materials/M_TestBouncePlatform.M_TestBouncePlatform","49","0","14","1","0.000000","0","0"
"/Game/Materials/M_LightOpacity.M_LightOpacity","49","0","18","1","0.000000","0","0"
"/Game/Materials/M_Invible.M_Invible","49","0","36","1","0.000000","0","0"
"/Game/FirstPersonArms/ParkourCharacter/Test/blinn3_009.blinn3_009","49","0","26","1","0.000000","0","0"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","0","35","1","0.000000","0","0"
"/Game/FirstPersonArms/ParkourCharacter/Test/blinn3_012.blinn3_012","49","0","26","1","0.000000","0","0"
"/Game/FirstPersonArms/ParkourCharacter/Test/blinn3_011.blinn3_011","49","0","26","1","0.000000","0","0"
"/Game/FirstPersonArms/ParkourCharacter/Test/blinn3_010.blinn3_010","49","0","26","1","0.000000","0","0"
"/Game/Assets_LD/PM3D_Cube3D_1_ncl1_1.PM3D_Cube3D_1_ncl1_1","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/PM3D_Cube3D_1.PM3D_Cube3D_1","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/PM3D_Cube3D_1_ncl1_3.PM3D_Cube3D_1_ncl1_3","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/PM3D_Cube3D_1_ncl1_2.PM3D_Cube3D_1_ncl1_2","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/M_Trash.M_Trash","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/M_Crane.M_Crane","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/M_Bus.M_Bus","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/M_building_clean.M_building_clean","49","0","23","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Game/Assets_LD/lambert2.lambert2","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/lambert1.lambert1","49","0","38","1","0.000000","0","0"
"/Game/Assets_LD/Crane3.Crane3","49","0","14","1","0.000000","0","0"
"/Game/Assets_LD/Crane2.Crane2","49","0","14","1","0.000000","0","0"
"/Game/3D/lambert1.lambert1","49","0","26","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","46","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","56","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","802","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Game/Vfx/material/M_Sword.M_Sword","49","0","6","1","0.000000","0","0"
"/Game/Vfx/material/slashv.slashv","49","0","54","1","0.000000","0","0"
"/Game/Vfx/material/slashgrappin1.slashgrappin1","49","0","72","1","0.000000","0","0"
"/Game/Vfx/material/slashgrappin.slashgrappin","49","0","72","1","0.000000","0","0"
"/Game/Vfx/Effect/Storm.Storm","49","0","36","1","0.000000","0","0"
"/Game/Vfx/Effect/projectiles_construction.projectiles_construction","49","0","36","1","0.000000","0","0"
"/Game/Vfx/Effect/Ice_crack.Ice_crack","49","0","60","1","0.000000","0","0"
"/Game/Vfx/Effect/grappinstorm.grappinstorm","49","0","54","1","0.000000","0","0"
"/Game/Vfx/material/slash.slash","49","0","14","1","0.000000","0","0"
"/Game/Vfx/Effect/Ice.Ice","49","0","40","1","0.000000","0","0"
"/Game/Vfx/Effect/M_Grappin.M_Grappin","49","0","58","1","0.000000","0","0"
"/Game/Assets_LD/SheetSteel/M_SheetSteelMat_Debug.M_SheetSteelMat_Debug","49","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","43","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_SkillGlitch.M_SkillGlitch","49","0","24","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Game/Vfx/material/M_Radial_Gradient.M_Radial_Gradient","49","0","18","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Engine/EditorShellMaterials/M_ShellMaster.M_ShellMaster","49","0","46","2","0.000000","0","0"
"/Game/Widget/ingame/M_RadialFade.M_RadialFade","49","0","10","1","0.000000","0","0"
"/Game/Vfx/material/M_SmokeTrail.M_SmokeTrail","49","0","6","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","0","58","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","49","0","58","1","0.000000","0","0"
"/Game/Widget/Wheel/M_PieMenu.M_PieMenu","49","0","10","1","0.000000","0","0"
"/Game/Widget/SkillTree/M_UnlockSkillPercent.M_UnlockSkillPercent","49","0","24","1","0.000000","0","0"
"/Game/Widget/SkillTree/M_SkillTreeBackground_Clouds.M_SkillTreeBackground_Clouds","49","0","10","1","0.000000","0","0"
"/Game/Widget/ingame/PP_LensDistortion.PP_LensDistortion","49","0","4","1","0.000000","0","0"
"/Game/Widget/ingame/M_SlowTime_Countdown.M_SlowTime_Countdown","49","0","10","1","0.000000","0","0"
"/Game/Widget/ingame/M_ResourceBarre.M_ResourceBarre","49","0","10","1","0.000000","0","0"
"/Game/Vfx/material/glass.glass","49","0","3","1","0.000000","0","0"
"/Game/Vfx/Effect/M_Flash_.M_Flash_","49","0","36","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","69","3","0.000000","0","23"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Custom.M_BlockoutTools_Custom","49","0","67","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_GlitchingLink.M_GlitchingLink","49","0","24","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_BaseGlitch_ColorBugs.M_BaseGlitch_ColorBugs","49","0","24","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","60","2","0.000000","0","60"
"/Game/Widget/GlitchEffect/GlitchEffect/M_TextualGlitch.M_TextualGlitch","49","0","24","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_SkillTree_Icon.M_SkillTree_Icon","49","0","10","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_SkillTreeBackground.M_SkillTreeBackground","49","0","10","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_NotifyBannerGlitch.M_NotifyBannerGlitch","49","0","24","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_GlitchingText_02.M_GlitchingText_02","49","0","24","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_GlitchingText.M_GlitchingText","49","0","24","1","0.000000","0","0"
"/Game/Widget/GlitchEffect/GlitchEffect/M_BaseGlitch.M_BaseGlitch","49","0","24","1","0.000000","0","0"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Grid.M_BlockoutTools_Grid","49","0","67","1","0.000000","0","0"
